"","PREFERRED.NAME","SMILES","Tanimoto_coefficient"
"4475","Warfarin","CC(=O)CC(C1=CC=CC=C1)C2=C(C3=CC=CC=C3OC2=O)O",0.410891089108911
"6979","Warfarin","CC(=O)CC(C1=CC=CC=C1)C2=C(C3=CC=CC=C3OC2=O)O",0.410891089108911
"4319","Chromafenozide","CC1=CC(=CC(=C1)C(=O)N(C(C)(C)C)NC(=O)C2=C(C3=C(C=C2)OCCC3)C)C",0.410810810810811
"6436","Chromafenozide","CC1=CC(=CC(=C1)C(=O)N(C(C)(C)C)NC(=O)C2=C(C3=C(C=C2)OCCC3)C)C",0.410810810810811
"16","Coumithoate","CCOP(=S)(OCC)OC1=CC=C2C3=C(CCCC3)C(=O)OC2=C1",0.409302325581395
"357","Sodium warfarin","[Na+].CC(=O)CC(C1=CC=CC=C1)C1=C([O-])C2=CC=CC=C2OC1=O",0.408866995073892
"1171","Potassium warfarin","[K+].CC(=O)CC(C1=CC=CC=C1)C1=C([O-])C2=CC=CC=C2OC1=O",0.408866995073892
"6718","Warfarin sodium","CC(=O)CC(C1=CC=CC=C1)C2=C(C3=CC=CC=C3OC2=O)[O-].[Na+]",0.408866995073892
"6031","Ethofumesate-2-keto","CC1(C2=C(C=CC(=C2)OS(=O)(=O)C)OC1=O)C",0.403508771929825
"1020","3-Hydroxycarbofuran","CNC(=O)OC1=CC=CC2=C1OC(C)(C)C2O",0.402234636871508
"5283","3-Hydroxycarbofuran","CC1(C(C2=C(O1)C(=CC=C2)OC(=O)NC)O)C",0.402234636871508
"3307","Coumatetralyl","OC1=C(C2CCCC3=C2C=CC=C3)C(=O)OC2=C1C=CC=C2",0.398104265402844
"4476","Coumatetralyl","C1CC(C2=CC=CC=C2C1)C3=C(C4=CC=CC=C4OC3=O)O",0.398104265402844
"6980","Coumatetralyl","C1CC(C2=CC=CC=C2C1)C3=C(C4=CC=CC=C4OC3=O)O",0.398104265402844
"2480","Difenacoum","OC1=C(C2CC(CC3=CC=CC=C23)C2=CC=C(C=C2)C2=CC=CC=C2)C(=O)OC2=CC=CC=C12",0.397260273972603
"4474","Difenacoum","C1C(CC2=CC=CC=C2C1C3=C(C4=CC=CC=C4OC3=O)O)C5=CC=C(C=C5)C6=CC=CC=C6",0.397260273972603
"6978","Difenacoum","C1C(CC2=CC=CC=C2C1C3=C(C4=CC=CC=C4OC3=O)O)C5=CC=C(C=C5)C6=CC=CC=C6",0.397260273972603
"815","Coumachlor","CC(=O)CC(C1=CC=C(Cl)C=C1)C1=C(O)C2=C(OC1=O)C=CC=C2",0.395238095238095
"4479","Coumachlor","CC(=O)CC(C1=CC=C(C=C1)Cl)C2=C(C3=CC=CC=C3OC2=O)O",0.395238095238095
"6985","Coumachlor","CC(=O)CC(C1=CC=C(C=C1)Cl)C2=C(C3=CC=CC=C3OC2=O)O",0.395238095238095
"3139","Carbofuran","CNC(=O)OC1=CC=CC2=C1OC(C)(C)C2",0.391812865497076
"3372","Carbofuran","CC1(CC2=C(O1)C(=CC=C2)OC(=O)NC)C",0.391812865497076
"4634","Carbofuran","CC1(CC2=C(O1)C(=CC=C2)OC(=O)NC)C",0.391812865497076
"80","Bromadiolone","OC(CC(C1=CC=CC=C1)C1=C(O)C2=C(OC1=O)C=CC=C2)C1=CC=C(C=C1)C1=CC=C(Br)C=C1",0.388888888888889
"4477","Bromadiolone","C1=CC=C(C=C1)C(CC(C2=CC=C(C=C2)C3=CC=C(C=C3)Br)O)C4=C(C5=CC=CC=C5OC4=O)O",0.388888888888889
"6981","Bromadiolone","C1=CC=C(C=C1)C(CC(C2=CC=C(C=C2)C3=CC=C(C=C3)Br)O)C4=C(C5=CC=CC=C5OC4=O)O",0.388888888888889
"4481","Flocoumafen","C1C(CC2=CC=CC=C2C1C3=C(C4=CC=CC=C4OC3=O)O)C5=CC=C(C=C5)OCC6=CC=C(C=C6)C(F)(F)F",0.388646288209607
"6988","Flocoumafen","C1C(CC2=CC=CC=C2C1C3=C(C4=CC=CC=C4OC3=O)O)C5=CC=C(C=C5)OCC6=CC=C(C=C6)C(F)(F)F",0.388646288209607
"273","2,6-Bis(3,4-methylenedioxyphenyl)-3,7-dioxabicyclo[3.3.0]octane","C1OC2=C(O1)C=C(C=C2)C1OCC2C1COC2C1=CC2=C(OCO2)C=C1",0.388571428571429
"2761","Brodifacoum","OC1=C(C2CC(CC3=CC=CC=C23)C2=CC=C(C=C2)C2=CC=C(Br)C=C2)C(=O)OC2=CC=CC=C12",0.388392857142857
"4478","Brodifacoum","C1C(CC2=CC=CC=C2C1C3=C(C4=CC=CC=C4OC3=O)O)C5=CC=C(C=C5)C6=CC=C(C=C6)Br",0.388392857142857
"6982","Brodifacoum","C1C(CC2=CC=CC=C2C1C3=C(C4=CC=CC=C4OC3=O)O)C5=CC=C(C=C5)C6=CC=C(C=C6)Br",0.388392857142857
"1372","(1R,2R-rel)-2-[4-(2-Methyl-2-propanyl)phenoxy]cyclohexanol","CC(C)(C)C1=CC=C(O[C@@H]2CCCC[C@H]2O)C=C1",0.386206896551724
"1949","Metobenzuron","CON(C)C(=O)NC1=CC=C(OC2=CC=C3C(OC(C)(CC3(C)C)OC)=C2)C=C1",0.383419689119171
"6659","Metobenzuron","CC1(CC(OC2=C1C=CC(=C2)OC3=CC=C(C=C3)NC(=O)N(C)OC)(C)OC)C",0.383419689119171
"4148","Benfuresate","CCS(=O)(=O)OC1=CC2=C(C=C1)OCC2(C)C",0.372781065088757
"6138","Benfuresate","CCS(=O)(=O)OC1=CC2=C(C=C1)OCC2(C)C",0.372781065088757
"6022","(2-hydroxy-3,3-dimethyl-2H-1-benzofuran-5-yl) methanesulfonate","CC1(C(OC2=C1C=C(C=C2)OS(=O)(=O)C)O)C",0.370588235294118
"2576","Flucythrinate","CC(C)C(C(=O)OC(C#N)C1=CC=CC(OC2=CC=CC=C2)=C1)C1=CC=C(OC(F)F)C=C1",0.370165745856354
"3840","Flucythrinate","CC(C)C(C1=CC=C(C=C1)OC(F)F)C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3",0.370165745856354
"5467","Flucythrinate","CC(C)C(C1=CC=C(C=C1)OC(F)F)C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3",0.370165745856354
"7390","3-Carbamoyl-2-cyano-3-(2,2-difluoro-2h-1,3-benzodioxol-4-yl)-2-oxiranecarboxylic acid","C1=CC(=C2C(=C1)OC(O2)(F)F)C3(C(O3)(C#N)C(=O)O)C(=O)N",0.367713004484305
"6582","(4bR,7S,9aS,10R)-7-Hydroxy-1-methyl-8-methylene-5,6,7,8,9,10-hexahydro-4bH-7,9a-methanobenzo[a]azulene-10-carboxylic acid","CC1=C2[C@@H]([C@@]34CC(=C)[C@@](C3)(CC[C@H]4C2=CC=C1)O)C(=O)O",0.367469879518072
"7512","6-methylsulfonyl-5-(2,2,2-trifluoroethoxymethyl)-3,4-dihydro-2H-xanthene-1,9-dione","CS(=O)(=O)C1=C(C2=C(C=C1)C(=O)C3=C(O2)CCCC3=O)COCC(F)(F)F",0.366935483870968
"2855","6-Hydroxy-3-methoxy-2-methylphenyl)(2,3,4-trimethoxy-6-methylphenyl)methanone","[H]OC1=C(C(=O)C2=C(C)C=C(OC)C(OC)=C2OC)C(C)=C(OC)C=C1",0.366459627329193
"1107","Coumafuryl","CC(=O)CC(C1=CC=CO1)C1=C(O)C2=C(OC1=O)C=CC=C2",0.362068965517241
"4480","Coumafuryl","CC(=O)CC(C1=CC=CO1)C2=C(C3=CC=CC=C3OC2=O)O",0.362068965517241
"6987","Coumafuryl","CC(=O)CC(C1=CC=CO1)C2=C(C3=CC=CC=C3OC2=O)O",0.362068965517241
"2526","Coumafuryl, sodium salt","[Na+].CC(=O)CC(C1=CC=CO1)C1=C([O-])C2=C(OC1=O)C=CC=C2",0.360515021459227
"3830","Furathiocarb","CCCCOC(=O)N(C)SN(C)C(=O)OC1=CC=CC2=C1OC(C2)(C)C",0.360406091370558
"5452","Furathiocarb","CCCCOC(=O)N(C)SN(C)C(=O)OC1=CC=CC2=C1OC(C2)(C)C",0.360406091370558
"1855","2-Ethyl-3-[3-ethyl-5-(4-ethylphenoxy)pentyl]-2-methyloxirane with 2-ethyl-3-[5-(4-ethylphenoxy)-2,3-dimethylpentyl]-2-methyloxirane (1:1)","CCC(CCOC1=CC=C(CC)C=C1)CCC1OC1(C)CC.CCC1=CC=C(OCCC(C)C(C)CC2OC2(C)CC)C=C1",0.36
"3261","Mestranol","COC1=CC2=C(C=C1)[C@H]1CC[C@@]3(C)[C@@H](CC[C@@]3(O)C#C)[C@@H]1CC2",0.358490566037736
"6902","[2-Amino-2-(4-tert-butyl-2-ethoxyphenyl)ethyl] 2,6-difluorobenzoate","CCOC1=C(C=CC(=C1)C(C)(C)C)C(COC(=O)C2=C(C=CC=C2F)F)N",0.358288770053476
"2312","2-Amino-2-[2-ethoxy-4-(2-methyl-2-propanyl)phenyl]ethyl 2,6-difluorobenzoate hydrochloride (1:1)","Cl.CCOC1=CC(=CC=C1C(N)COC(=O)C1=C(F)C=CC=C1F)C(C)(C)C",0.356382978723404
"7620","2-Methyl-2-[4-(2-quinazolin-4-yloxyethyl)phenyl]propanoic acid","CC(C)(C1=CC=C(C=C1)CCOC2=NC=NC3=CC=CC=C32)C(=O)O",0.355932203389831
"528","Ethofumesate","CCOC1OC2=C(C=C(OS(C)(=O)=O)C=C2)C1(C)C",0.355555555555556
"3755","Ethofumesate","CCOC1C(C2=C(O1)C=CC(=C2)OS(=O)(=O)C)(C)C",0.355555555555556
"5345","Ethofumesate","CCOC1C(C2=C(O1)C=CC(=C2)OS(=O)(=O)C)(C)C",0.355555555555556
"7525","(3-Phenoxyphenyl)methyl 2-(4-ethoxyphenyl)-2-methylpropanoate","CCOC1=CC=C(C=C1)C(C)(C)C(=O)OCC2=CC(=CC=C2)OC3=CC=CC=C3",0.355421686746988
"2064","Esfenvalerate","CC(C)[C@H](C(=O)O[C@H](C#N)C1=CC=CC(OC2=CC=CC=C2)=C1)C1=CC=C(Cl)C=C1",0.353260869565217
"2247","B-Fenvalerate","CC(C)[C@H](C(=O)O[C@@H](C#N)C1=CC=CC(OC2=CC=CC=C2)=C1)C1=CC=C(Cl)C=C1",0.353260869565217
"2994","(R,R)-Fenvalerate","CC(C)[C@@H](C(=O)O[C@@H](C#N)C1=CC=CC(OC2=CC=CC=C2)=C1)C1=CC=C(Cl)C=C1",0.353260869565217
"3396","Fenvalerate","CC(C)C(C1=CC=C(C=C1)Cl)C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3",0.353260869565217
"4324","Esfenvalerate","CC(C)[C@@H](C1=CC=C(C=C1)Cl)C(=O)O[C@H](C#N)C2=CC(=CC=C2)OC3=CC=CC=C3",0.353260869565217
"4663","Fenvalerate","CC(C)C(C1=CC=C(C=C1)Cl)C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3",0.353260869565217
"6224","(R,R)-Fenvalerate","CC(C)[C@H](C1=CC=C(C=C1)Cl)C(=O)O[C@@H](C#N)C2=CC(=CC=C2)OC3=CC=CC=C3",0.353260869565217
"6444","Esfenvalerate","CC(C)[C@@H](C1=CC=C(C=C1)Cl)C(=O)O[C@H](C#N)C2=CC(=CC=C2)OC3=CC=CC=C3",0.353260869565217
"5930","Cyclopropanecarboxylic acid, 3-(2,2-dichloroethenyl)-2,2-dimethyl-, cyano(3-(4-hydroxyphenoxy)phenyl)methyl ester","CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=C(C=C3)O)C=C(Cl)Cl)C",0.352941176470588
"2393","Syringin","COC1=CC(\C=C\CO)=CC(OC)=C1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O",0.352631578947368
"785","Tamoxifen citrate","OC(=O)CC(O)(CC(O)=O)C(O)=O.CC\C(=C(/C1=CC=CC=C1)C1=CC=C(OCCN(C)C)C=C1)C1=CC=CC=C1",0.350282485875706
"6699","2-Amino-2-(4-tert-butyl-2-ethoxyphenyl)-1-ethanol","CCOC1=C(C=CC(=C1)C(C)(C)C)C(CO)N",0.348387096774194
"7615","3-(3,5-Dichlorophenyl)-3,4-dihydroxy-1-oxaspiro[4.5]decan-2-one","C1CCC2(CC1)C(C(C(=O)O2)(C3=CC(=CC(=C3)Cl)Cl)O)O",0.348066298342541
"1305","Epofenonane","CCC(CCOC1=CC=C(CC)C=C1)CCC1OC1(C)CC",0.346666666666667
"2528","2-Ethyl-3-[5-(4-ethylphenoxy)-2,3-dimethylpentyl]-2-methyloxirane","CCC1=CC=C(OCCC(C)C(C)CC2OC2(C)CC)C=C1",0.346666666666667
"5942","2-(4-Ethoxyphenyl)-2-methylpropyl 3-phenoxybenzoate","CCOC1=CC=C(C=C1)C(C)(C)COC(=O)C2=CC(=CC=C2)OC3=CC=CC=C3",0.345238095238095
"5502","Iosan","CCCCCCCCCC1=CC=C(C=C1)OCCO.II",0.344594594594595
"458","Triton X-100, compd. with iodine","II.CC(C)(C)CC(C)(C)C1=CC=C(OCCO)C=C1 |c:17,t:9,11,lp:0:3,1:3,14:2,17:2,Sg:n:16,15,14::ht|",0.342465753424658
"483","alpha-Cypermethrin","CC1(C)[C@H](C=C(Cl)Cl)[C@@H]1C(=O)O[C@@H](C#N)C1=CC=CC(OC2=CC=CC=C2)=C1",0.342245989304813
"792","Cypermethrin","CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)C1=CC=CC(OC2=CC=CC=C2)=C1",0.342245989304813
"1216","D-trans-beta-Cypermethrin","CC1(C)[C@H](C=C(Cl)Cl)[C@H]1C(=O)O[C@@H](C#N)C1=CC=CC(OC2=CC=CC=C2)=C1",0.342245989304813
"1276","zeta-Cypermethrin","CC1(C)C(C=C(Cl)Cl)C1C(=O)O[C@H](C#N)C1=CC=CC(OC2=CC=CC=C2)=C1",0.342245989304813
"3376","Cypermethrin","CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C",0.342245989304813
"3835","Fendona","CC1([C@H]([C@H]1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C",0.342245989304813
"4009","alpha-Cypermethrin","CC1([C@H]([C@H]1C(=O)O[C@H](C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C",0.342245989304813
"4155","Alphamethrin","CC1([C@@H]([C@@H]1C(=O)O[C@@H](C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C",0.342245989304813
"4285","Beta-cypermethrin","CC1([C@@H]([C@H]1C(=O)O[C@@H](C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C",0.342245989304813
"4396","[cyano-(3-phenoxyphenyl)methyl] (1R,3S)-3-(2,2-dichloroethenyl)-2,2-dimethylcyclopropane-1-carboxylate","CC1([C@@H]([C@H]1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C",0.342245989304813
"4397","Cypermethrin-beta","CC1([C@@H](C1C=C(Cl)Cl)C(=O)O[C@H](C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C",0.342245989304813
"4398","(1S,3S)-(R)-Cyano(3-phenoxyphenyl)methyl 3-(2,2-dichlorovinyl)-2,2-dimethylcyclopropanecarboxylate","CC1(C(C1C(=O)O[C@@H](C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C",0.342245989304813
"4486","[(R)-cyano-(3-phenoxyphenyl)methyl] (1S)-3-(2,2-dichloroethenyl)-2,2-dimethylcyclopropane-1-carboxylate","CC1([C@H](C1C=C(Cl)Cl)C(=O)O[C@@H](C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C",0.342245989304813
"4639","Cypermethrin","CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C",0.342245989304813
"5458","Fendona","CC1([C@H]([C@H]1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C",0.342245989304813
"5780","alpha-Cypermethrin","CC1([C@H]([C@H]1C(=O)O[C@H](C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C",0.342245989304813
"6156","Alphamethrin","CC1([C@@H]([C@@H]1C(=O)O[C@@H](C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C",0.342245989304813
"6363","Beta-cypermethrin","CC1([C@@H]([C@H]1C(=O)O[C@@H](C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C",0.342245989304813
"6601","[(S)-cyano-(3-phenoxyphenyl)methyl] 3-(2,2-dichloroethenyl)-2,2-dimethylcyclopropane-1-carboxylate","CC1(C(C1C(=O)O[C@H](C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C",0.342245989304813
"6602","[cyano-(3-phenoxyphenyl)methyl] (1R,3S)-3-(2,2-dichloroethenyl)-2,2-dimethylcyclopropane-1-carboxylate","CC1([C@@H]([C@H]1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C",0.342245989304813
"6603","Cypermethrin-beta","CC1([C@@H](C1C=C(Cl)Cl)C(=O)O[C@H](C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C",0.342245989304813
"6604","(1S,3S)-(R)-Cyano(3-phenoxyphenyl)methyl 3-(2,2-dichlorovinyl)-2,2-dimethylcyclopropanecarboxylate","CC1(C(C1C(=O)O[C@@H](C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C",0.342245989304813
"7003","[(R)-cyano-(3-phenoxyphenyl)methyl] (1S)-3-(2,2-dichloroethenyl)-2,2-dimethylcyclopropane-1-carboxylate","CC1([C@H](C1C=C(Cl)Cl)C(=O)O[C@@H](C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C",0.342245989304813
"2437","Acrinathrin","CC1(C)[C@@H](\C=C/C(=O)OC(C(F)(F)F)C(F)(F)F)[C@H]1C(=O)O[C@H](C#N)C1=CC(OC2=CC=CC=C2)=CC=C1",0.341708542713568
"4271","Acrinathrin","CC1([C@H]([C@H]1C(=O)O[C@H](C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)/C=C\\C(=O)OC(C(F)(F)F)C(F)(F)F)C",0.341708542713568
"6341","Acrinathrin","CC1([C@H]([C@H]1C(=O)O[C@H](C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)/C=C\\C(=O)OC(C(F)(F)F)C(F)(F)F)C",0.341708542713568
"517","Benfuracarb","CCOC(=O)CCN(SN(C)C(=O)OC1=CC=CC2=C1OC(C)(C)C2)C(C)C",0.341232227488152
"3854","Benfuracarb","CCOC(=O)CCN(C(C)C)SN(C)C(=O)OC1=CC=CC2=C1OC(C2)(C)C",0.341232227488152
"5485","Benfuracarb","CCOC(=O)CCN(C(C)C)SN(C)C(=O)OC1=CC=CC2=C1OC(C2)(C)C",0.341232227488152
"5925","Benzeneacetic acid, 4-chloro-alpha-(1-methylethyl)-, 2-amino-2-oxo-1-(3-phenoxyphenyl)ethyl ester","CC(C)C(C1=CC=C(C=C1)Cl)C(=O)OC(C2=CC(=CC=C2)OC3=CC=CC=C3)C(=O)N",0.340314136125654
"7393","1-(2-Methoxy-5-phenylphenyl)propan-2-yl pyrazine-2-carboxylate","CC(CC1=C(C=CC(=C1)C2=CC=CC=C2)OC)OC(=O)C3=NC=CN=C3",0.34
"6791","4-[3-[[2-(4-Ethoxyphenyl)-2-methylpropoxy]methyl]phenoxy]phenol","CCOC1=CC=C(C=C1)C(C)(C)COCC2=CC(=CC=C2)OC3=CC=C(C=C3)O",0.339506172839506
"2729","Propargite","CC(C)(C)C1=CC=C(OC2CCCCC2OS(=O)OCC#C)C=C1",0.338983050847458
"3426","Propargite","CC(C)(C)C1=CC=C(C=C1)OC2CCCCC2OS(=O)OCC#C",0.338983050847458
"4703","Propargite","CC(C)(C)C1=CC=C(C=C1)OC2CCCCC2OS(=O)OCC#C",0.338983050847458
"6935","1-(4-Tert-butylphenyl)-2-quinazolin-4-yloxyethanone","CC(C)(C)C1=CC=C(C=C1)C(=O)COC2=NC=NC3=CC=CC=C32",0.33879781420765
"231","(R)-Cyano(3-phenoxyphenyl)methyl (1R,3R)-3-(2,2-dibromoethenyl)-2,2-dimethylcyclopropane-1-carboxylate","CC1(C)[C@@H](C=C(Br)Br)[C@H]1C(=O)O[C@@H](C#N)C1=CC(OC2=CC=CC=C2)=CC=C1",0.338709677419355
"1524","Cyano(3-phenoxyphenyl)methyl 3-(2,2-dibromoethenyl)-2,2-dimethyl-cyclopropanecarboxylate","CC1(C)C(C=C(Br)Br)C1C(=O)OC(C#N)C1=CC=CC(OC2=CC=CC=C2)=C1",0.338709677419355
"2005","Deltamethrin","CC1(C)[C@@H](C=C(Br)Br)[C@H]1C(=O)O[C@H](C#N)C1=CC=CC(OC2=CC=CC=C2)=C1",0.338709677419355
"3804","Deltamethrin","CC1([C@H]([C@H]1C(=O)O[C@H](C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Br)Br)C",0.338709677419355
"5414","Deltamethrin","CC1([C@H]([C@H]1C(=O)O[C@H](C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Br)Br)C",0.338709677419355
"7534","3-(3,5-Dichlorophenyl)-3-hydroxy-1-oxaspiro[4.5]decane-2,4-dione","C1CCC2(CC1)C(=O)C(C(=O)O2)(C3=CC(=CC(=C3)Cl)Cl)O",0.338709677419355
"2808","Carbosulfan","CCCCN(CCCC)SN(C)C(=O)OC1=C2OC(C)(C)CC2=CC=C1",0.338235294117647
"3808","Carbosulfan","CCCCN(CCCC)SN(C)C(=O)OC1=CC=CC2=C1OC(C2)(C)C",0.338235294117647
"5418","Carbosulfan","CCCCN(CCCC)SN(C)C(=O)OC1=CC=CC2=C1OC(C2)(C)C",0.338235294117647
"6998","Sabadilla","C/C=C(/C)\\C(=O)O[C@H]1CC[C@]2([C@H]3[C@@]1(O[C@@]24C[C@]5([C@@H]6CN7C[C@H](CC[C@H]7[C@@]([C@]6([C@H](C[C@]5([C@@H]4CC3)O)O)O)(C)O)C)O)O)C.C[C@H]1CC[C@H]2[C@@]([C@]3([C@H](C[C@]4([C@@H]5CC[C@H]6[C@]7([C@]5(C[C@]4([C@@H]3CN2C1)O)O[C@@]6([C@H](CC7)OC(=O)C8=CC(=C(C=C8)OC)OC)O)C)O)O)O)(C)O",0.338028169014085
"6499","2-(4-Ethoxyphenyl)-2-methylpropanoic acid","CCOC1=CC=C(C=C1)C(C)(C)C(=O)O",0.337931034482759
"2035","2-[4-(2-Methyl-2-propanyl)phenoxy]cyclohexyl propyl sulfite","CCCOS(=O)OC1CCCCC1OC1=CC=C(C=C1)C(C)(C)C",0.337209302325581
"1378","Cyphenothrin","CC(C)=CC1C(C(=O)OC(C#N)C2=CC=CC(OC3=CC=CC=C3)=C2)C1(C)C",0.335135135135135
"5389","Cyphenothrin","CC(=CC1C(C1(C)C)C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C",0.335135135135135
"258","Thymoxydichloroacetic acid","CC(C)C1=C(OC(Cl)(Cl)C(O)=O)C=C(C)C=C1",0.333333333333333
"1477","Azoxystrobin","CO\C=C(\C(=O)OC)C1=CC=CC=C1OC1=CC(OC2=CC=CC=C2C#N)=NC=N1",0.333333333333333
"4145","Azoxystrobin","CO/C=C(\\C1=CC=CC=C1OC2=NC=NC(=C2)OC3=CC=CC=C3C#N)/C(=O)OC",0.333333333333333
"6135","Azoxystrobin","CO/C=C(\\C1=CC=CC=C1OC2=NC=NC(=C2)OC3=CC=CC=C3C#N)/C(=O)OC",0.333333333333333
"54","Fenpropathrin","CC1(C)C(C(=O)OC(C#N)C2=CC=CC(OC3=CC=CC=C3)=C2)C1(C)C",0.331428571428571
"3827","Fenpropathrin","CC1(C(C1(C)C)C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C",0.331428571428571
"5448","Fenpropathrin","CC1(C(C1(C)C)C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C",0.331428571428571
"2702","4-(p-Hydroxyphenyl)-2-butanone acetate","CC(=O)CCC1=CC=C(OC(C)=O)C=C1",0.33112582781457
"5150","4-(3-Oxobutyl)phenyl acetate","CC(=O)CCC1=CC=C(C=C1)OC(=O)C",0.33112582781457
"7514","2-(3-Bromo-6-methoxy-2-methylbenzoyl)-3,4,5-trimethoxybenzoic acid","CC1=C(C=CC(=C1C(=O)C2=C(C(=C(C=C2C(=O)O)OC)OC)OC)OC)Br",0.32972972972973
"552","Piperonyl butoxide","CCCCOCCOCCOCC1=CC2=C(OCO2)C=C1CCC",0.329608938547486
"3442","Piperonyl butoxide","CCCCOCCOCCOCC1=CC2=C(C=C1CCC)OCO2",0.329608938547486
"4728","Piperonyl butoxide","CCCCOCCOCCOCC1=CC2=C(C=C1CCC)OCO2",0.329608938547486
"1550","Metrafenone","COC1=C(C(=O)C2=C(OC)C(OC)=C(OC)C=C2C)C(C)=C(Br)C=C1",0.329479768786127
