"","PREFERRED.NAME","SMILES","Tanimoto_coefficient"
"5426","(4bR,7S,9aS,10R)-7-Hydroxy-1-methyl-8-methylene-5,6,7,8,9,10-hexahydro-4bH-7,9a-methanobenzo[a]azulene-10-carboxylic acid","CC1=C2[C@@H]([C@@]34CC(=C)[C@@](C3)(CC[C@H]4C2=CC=C1)O)C(=O)O",0.306930693069307
"785","Tamoxifen citrate","OC(=O)CC(O)(CC(O)=O)C(O)=O.CC\C(=C(/C1=CC=CC=C1)C1=CC=C(OCCN(C)C)C=C1)C1=CC=CC=C1",0.30188679245283
"2393","Syringin","COC1=CC(\C=C\CO)=CC(OC)=C1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O",0.300884955752212
"5710","1-(4-Tert-butylphenyl)-2-quinazolin-4-yloxyethanone","CC(C)(C)C1=CC=C(C=C1)C(=O)COC2=NC=NC3=CC=CC=C32",0.299539170506912
"2437","Acrinathrin","CC1(C)[C@@H](\C=C/C(=O)OC(C(F)(F)F)C(F)(F)F)[C@H]1C(=O)O[C@H](C#N)C1=CC(OC2=CC=CC=C2)=CC=C1",0.299145299145299
"4211","Acrinathrin","CC1([C@H]([C@H]1C(=O)O[C@H](C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)/C=C\\C(=O)OC(C(F)(F)F)C(F)(F)F)C",0.299145299145299
"5747","Sabadilla","C/C=C(/C)\\C(=O)O[C@H]1CC[C@]2([C@H]3[C@@]1(O[C@@]24C[C@]5([C@@H]6CN7C[C@H](CC[C@H]7[C@@]([C@]6([C@H](C[C@]5([C@@H]4CC3)O)O)O)(C)O)C)O)O)C.C[C@H]1CC[C@H]2[C@@]([C@]3([C@H](C[C@]4([C@@H]5CC[C@H]6[C@]7([C@]5(C[C@]4([C@@H]3CN2C1)O)O[C@@]6([C@H](CC7)OC(=O)C8=CC(=C(C=C8)OC)OC)O)C)O)O)O)(C)O",0.298387096774194
"2855","6-Hydroxy-3-methoxy-2-methylphenyl)(2,3,4-trimethoxy-6-methylphenyl)methanone","[H]OC1=C(C(=O)C2=C(C)C=C(OC)C(OC)=C2OC)C(C)=C(OC)C=C1",0.298076923076923
"3261","Mestranol","COC1=CC2=C(C=C1)[C@H]1CC[C@@]3(C)[C@@H](CC[C@@]3(O)C#C)[C@@H]1CC2",0.297435897435897
"6013","Dtxsid701009381","CC1=CC(=C(C=C1)C)C2(C(C3(CCC(CC3)OC)NC2=O)O)O",0.297413793103448
"5101","Benzeneacetic acid, 4-chloro-alpha-(1-methylethyl)-, 2-amino-2-oxo-1-(3-phenoxyphenyl)ethyl ester","CC(C)C(C1=CC=C(C=C1)Cl)C(=O)OC(C2=CC(=CC=C2)OC3=CC=CC=C3)C(=O)N",0.29646017699115
"6289","3-(3,5-Dichlorophenyl)-3,4-dihydroxy-1-oxaspiro[4.5]decan-2-one","C1CCC2(CC1)C(C(C(=O)O2)(C3=CC(=CC(=C3)Cl)Cl)O)O",0.294930875576037
"5523","2-Amino-2-(4-tert-butyl-2-ethoxyphenyl)-1-ethanol","CCOC1=C(C=CC(=C1)C(C)(C)C)C(CO)N",0.294736842105263
"5106","Cyclopropanecarboxylic acid, 3-(2,2-dichloroethenyl)-2,2-dimethyl-, cyano(3-(4-hydroxyphenoxy)phenyl)methyl ester","CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=C(C=C3)O)C=C(Cl)Cl)C",0.294642857142857
"2025","Fenpicoxamid","COC1=CC=NC(C(=O)N[C@H]2COC(=O)[C@H](CC3=CC=CC=C3)[C@@H](OC(=O)C(C)C)[C@H](C)OC2=O)=C1OCOC(=O)C(C)C",0.294314381270903
"4401","Fenpicoxamid","C[C@H]1[C@@H]([C@H](C(=O)OC[C@@H](C(=O)O1)NC(=O)C2=NC=CC(=C2OCOC(=O)C(C)C)OC)CC3=CC=CC=C3)OC(=O)C(C)C",0.294314381270903
"1548","Chlortetracycline","[H][C@@]12C[C@@]3([H])C(=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@H]2N(C)C)C(=O)C1=C(C(Cl)=CC=C1O)[C@@]3(C)O",0.294117647058824
"2064","Esfenvalerate","CC(C)[C@H](C(=O)O[C@H](C#N)C1=CC=CC(OC2=CC=CC=C2)=C1)C1=CC=C(Cl)C=C1",0.294117647058824
"2247","B-Fenvalerate","CC(C)[C@H](C(=O)O[C@@H](C#N)C1=CC=CC(OC2=CC=CC=C2)=C1)C1=CC=C(Cl)C=C1",0.294117647058824
"2994","(R,R)-Fenvalerate","CC(C)[C@@H](C(=O)O[C@@H](C#N)C1=CC=CC(OC2=CC=CC=C2)=C1)C1=CC=C(Cl)C=C1",0.294117647058824
"3388","Fenvalerate","CC(C)C(C1=CC=C(C=C1)Cl)C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3",0.294117647058824
"4263","Esfenvalerate","CC(C)[C@@H](C1=CC=C(C=C1)Cl)C(=O)O[C@H](C#N)C2=CC(=CC=C2)OC3=CC=CC=C3",0.294117647058824
"5265","(R,R)-Fenvalerate","CC(C)[C@H](C1=CC=C(C=C1)Cl)C(=O)O[C@@H](C#N)C2=CC(=CC=C2)OC3=CC=CC=C3",0.294117647058824
"6208","3-(3,5-Dichlorophenyl)-3-hydroxy-1-oxaspiro[4.5]decane-2,4-dione","C1CCC2(CC1)C(=O)C(C(=O)O2)(C3=CC(=CC(=C3)Cl)Cl)O",0.294117647058824
"1477","Azoxystrobin","CO\C=C(\C(=O)OC)C1=CC=CC=C1OC1=CC(OC2=CC=CC=C2C#N)=NC=N1",0.293877551020408
"4086","Azoxystrobin","CO/C=C(\\C1=CC=CC=C1OC2=NC=NC(=C2)OC3=CC=CC=C3C#N)/C(=O)OC",0.293877551020408
"1464","Strychnine","[H][C@]12C[C@@]3([H])C4=CCO[C@@]5([H])CC(=O)N6C7=C(C=CC=C7)[C@@]1(CCN2C4)[C@]6([H])[C@@]35[H]",0.29153605015674
"6199","(3-Phenoxyphenyl)methyl 2-(4-ethoxyphenyl)-2-methylpropanoate","CCOC1=CC=C(C=C1)C(C)(C)C(=O)OCC2=CC(=CC=C2)OC3=CC=CC=C3",0.29064039408867
"1775","Azadirachtin","[H][C@@]12OC=C[C@]1(O)[C@@H]1C[C@H](O2)[C@]2(O[C@@]12C)[C@]1(C)[C@H](O)[C@]2([H])OC[C@@]3([C@@H](C[C@H](OC(=O)C(\C)=C\C)[C@@]4(CO[C@](O)(C(=O)OC)[C@@]14[H])[C@@]23[H])OC(C)=O)C(=O)OC",0.290566037735849
"1744","Buquinolate","CCOC(=O)C1=C(O)C2=C(C=C(OCC(C)C)C(OCC(C)C)=C2)N=C1",0.290178571428571
"2516","Cyflumetofen","COCCOC(=O)C(C#N)(C(=O)C1=CC=CC=C1C(F)(F)F)C1=CC=C(C=C1)C(C)(C)C",0.290178571428571
"4300","Cyflumetofen","CC(C)(C)C1=CC=C(C=C1)C(C#N)(C(=O)C2=CC=CC=C2C(F)(F)F)C(=O)OCCOC",0.290178571428571
"1855","2-Ethyl-3-[3-ethyl-5-(4-ethylphenoxy)pentyl]-2-methyloxirane with 2-ethyl-3-[5-(4-ethylphenoxy)-2,3-dimethylpentyl]-2-methyloxirane (1:1)","CCC(CCOC1=CC=C(CC)C=C1)CCC1OC1(C)CC.CCC1=CC=C(OCCC(C)C(C)CC2OC2(C)CC)C=C1",0.288770053475936
"6260","[2-amino-2-oxo-1-(3-phenoxyphenyl)ethyl] 3-[(Z)-2-chloro-3,3,3-trifluoroprop-1-enyl]-2,2-dimethylcyclopropane-1-carboxylate","CC1(C(C1C(=O)OC(C2=CC(=CC=C2)OC3=CC=CC=C3)C(=O)N)/C=C(/C(F)(F)F)\\Cl)C",0.288065843621399
"6212","(E)-2-[2-[6-(2-carbamoylphenoxy)pyrimidin-4-yl]oxyphenyl]-3-methoxyprop-2-enoic acid","CO/C=C(\\C1=CC=CC=C1OC2=CC(=NC=N2)OC3=CC=CC=C3C(=O)N)/C(=O)O",0.287449392712551
"249","Azadirachtin B","[H][C@@]12OC=C[C@]1(O)[C@@]1([H])CC(O2)[C@]2(O[C@@]12C)[C@]1(C)[C@H](O)[C@]2([H])OC[C@@]3([C@@H](C[C@@H](OC(=O)C(\C)=C\C)C4(CO[C@](O)(C(=O)OC)[C@]14[H])[C@]23[H])OC(C)=O)C(=O)OC",0.287313432835821
"2729","Propargite","CC(C)(C)C1=CC=C(OC2CCCCC2OS(=O)OCC#C)C=C1",0.286384976525822
"3414","Propargite","CC(C)(C)C1=CC=C(C=C1)OC2CCCCC2OS(=O)OCC#C",0.286384976525822
"6188","2-(3-Bromo-6-methoxy-2-methylbenzoyl)-3,4,5-trimethoxybenzoic acid","CC1=C(C=CC(=C1C(=O)C2=C(C(=C(C=C2C(=O)O)OC)OC)OC)OC)Br",0.286363636363636
"28","N-[1-[4-(1,1-Dimethylethyl)-2-ethoxyphenyl]-2-hydroxyethyl]-2,6-difluorobenzamide","CCOC1=C(C=CC(=C1)C(C)(C)C)C(CO)NC(=O)C1=C(F)C=CC=C1F",0.285714285714286
"483","alpha-Cypermethrin","CC1(C)[C@H](C=C(Cl)Cl)[C@@H]1C(=O)O[C@@H](C#N)C1=CC=CC(OC2=CC=CC=C2)=C1",0.285714285714286
"792","Cypermethrin","CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)C1=CC=CC(OC2=CC=CC=C2)=C1",0.285714285714286
"1177","Fenazaquin","CC(C)(C)C1=CC=C(CCOC2=NC=NC3=C2C=CC=C3)C=C1",0.285714285714286
"1216","D-trans-beta-Cypermethrin","CC1(C)[C@H](C=C(Cl)Cl)[C@H]1C(=O)O[C@@H](C#N)C1=CC=CC(OC2=CC=CC=C2)=C1",0.285714285714286
"1276","zeta-Cypermethrin","CC1(C)C(C=C(Cl)Cl)C1C(=O)O[C@H](C#N)C1=CC=CC(OC2=CC=CC=C2)=C1",0.285714285714286
"1714","Calcium oxytetracycline","[Ca++].CN(C)[C@H]1[C@@H]2[C@@H](O)[C@H]3C(=C([O-])[C@]2(O)C(=O)C(C(N)=O)=C1O)C(=O)C1=C(C=CC=C1O)[C@@]3(C)O.CN(C)[C@H]1[C@@H]2[C@@H](O)[C@H]3C(=C([O-])[C@]2(O)C(=O)C(C(N)=O)=C1O)C(=O)C1=C(C=CC=C1O)[C@@]3(C)O",0.285714285714286
"3372","Cypermethrin","CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C",0.285714285714286
"3779","Fendona","CC1([C@H]([C@H]1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C",0.285714285714286
"3865","Fenazaquin","CC(C)(C)C1=CC=C(C=C1)CCOC2=NC=NC3=CC=CC=C32",0.285714285714286
"3951","alpha-Cypermethrin","CC1([C@H]([C@H]1C(=O)O[C@H](C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C",0.285714285714286
"4096","Alphamethrin","CC1([C@@H]([C@@H]1C(=O)O[C@@H](C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C",0.285714285714286
"4224","Beta-cypermethrin","CC1([C@@H]([C@H]1C(=O)O[C@@H](C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C",0.285714285714286
"4335","[cyano-(3-phenoxyphenyl)methyl] (1R,3S)-3-(2,2-dichloroethenyl)-2,2-dimethylcyclopropane-1-carboxylate","CC1([C@@H]([C@H]1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C",0.285714285714286
"4336","Cypermethrin-beta","CC1([C@@H](C1C=C(Cl)Cl)C(=O)O[C@H](C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C",0.285714285714286
"4337","(1S,3S)-(R)-Cyano(3-phenoxyphenyl)methyl 3-(2,2-dichlorovinyl)-2,2-dimethylcyclopropanecarboxylate","CC1(C(C1C(=O)O[C@@H](C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C",0.285714285714286
"4425","[(R)-cyano-(3-phenoxyphenyl)methyl] (1S)-3-(2,2-dichloroethenyl)-2,2-dimethylcyclopropane-1-carboxylate","CC1([C@H](C1C=C(Cl)Cl)C(=O)O[C@@H](C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C",0.285714285714286
"5440","[(S)-cyano-(3-phenoxyphenyl)methyl] 3-(2,2-dichloroethenyl)-2,2-dimethylcyclopropane-1-carboxylate","CC1(C(C1C(=O)O[C@H](C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C",0.285714285714286
"2902","Picrotoxin","[H][C@@]12C[C@@]3(O)[C@@H]4[C@@H]([C@@H](OC4=O)[C@@]4([H])OC(=O)[C@]1(O2)[C@@]34C)C(C)=C.[H][C@@]12C[C@@]3(O)[C@@H]4[C@@H]([C@@H](OC4=O)[C@@]4([H])OC(=O)[C@]1(O2)[C@@]34C)C(C)(C)O",0.285087719298246
"6240","6-Bromo-3-methoxy-2-(2,3,4-trimethoxy-6-methylbenzoyl)benzoic acid","CC1=CC(=C(C(=C1C(=O)C2=C(C=CC(=C2C(=O)O)Br)OC)OC)OC)OC",0.285067873303167
"4269","Indanofan","CCC1(C(=O)C2=CC=CC=C2C1=O)CC3(CO3)C4=CC(=CC=C4)Cl",0.28436018957346
"3921","Flurtamone","CNC1=C(C(=O)C(O1)C2=CC=CC=C2)C3=CC(=CC=C3)C(F)(F)F",0.284
"1550","Metrafenone","COC1=C(C(=O)C2=C(OC)C(OC)=C(OC)C=C2C)C(C)=C(Br)C=C1",0.283653846153846
"2035","2-[4-(2-Methyl-2-propanyl)phenoxy]cyclohexyl propyl sulfite","CCCOS(=O)OC1CCCCC1OC1=CC=C(C=C1)C(C)(C)C",0.283653846153846
"4219","Metrafenone","CC1=CC(=C(C(=C1C(=O)C2=C(C=CC(=C2C)Br)OC)OC)OC)OC",0.283653846153846
"1355","4-Hydroxy-3-(2,4,6-trimethylphenyl)-1-oxaspiro[4.4]non-3-en-2-one","CC1=CC(C)=C(C2=C(O)C3(CCCC3)OC2=O)C(C)=C1",0.283261802575107
"5742","4-Hydroxy-3-(2,4,6-trimethylphenyl)-1-oxaspiro[4.4]non-3-en-2-one","CC1=CC(=C(C(=C1)C)C2=C(C3(CCCC3)OC2=O)O)C",0.283261802575107
"5115","2-(4-Ethoxyphenyl)-2-methylpropyl 3-phenoxybenzoate","CCOC1=CC=C(C=C1)C(C)(C)COC(=O)C2=CC(=CC=C2)OC3=CC=CC=C3",0.282926829268293
"6042","[cyano-[3-(4-hydroxyphenoxy)phenyl]methyl] 3-[(Z)-2-chloro-3,3,3-trifluoroprop-1-enyl]-2,2-dimethylcyclopropane-1-carboxylate","CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=C(C=C3)O)/C=C(/C(F)(F)F)\\Cl)C",0.282700421940928
"231","(R)-Cyano(3-phenoxyphenyl)methyl (1R,3R)-3-(2,2-dibromoethenyl)-2,2-dimethylcyclopropane-1-carboxylate","CC1(C)[C@@H](C=C(Br)Br)[C@H]1C(=O)O[C@@H](C#N)C1=CC(OC2=CC=CC=C2)=CC=C1",0.282511210762332
"1524","Cyano(3-phenoxyphenyl)methyl 3-(2,2-dibromoethenyl)-2,2-dimethyl-cyclopropanecarboxylate","CC1(C)C(C=C(Br)Br)C1C(=O)OC(C#N)C1=CC=CC(OC2=CC=CC=C2)=C1",0.282511210762332
"2005","Deltamethrin","CC1(C)[C@@H](C=C(Br)Br)[C@H]1C(=O)O[C@H](C#N)C1=CC=CC(OC2=CC=CC=C2)=C1",0.282511210762332
"3748","Deltamethrin","CC1([C@H]([C@H]1C(=O)O[C@H](C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Br)Br)C",0.282511210762332
"420","Oxytetracycline","CN(C)[C@H]1[C@@H]2[C@@H](O)[C@H]3C(=C(O)[C@]2(O)C(=O)C(C(N)=O)=C1O)C(=O)C1=C(C=CC=C1O)[C@@]3(C)O",0.282229965156794
"860","Spiromesifen","CC1=CC(C)=C(C2=C(OC(=O)CC(C)(C)C)C3(CCCC3)OC2=O)C(C)=C1",0.281746031746032
"4249","Spiromesifen","CC1=CC(=C(C(=C1)C)C2=C(C3(CCCC3)OC2=O)OC(=O)CC(C)(C)C)C",0.281746031746032
"2435","5,6,7,8-Tetrahydro-1-naphthyl methylcarbamate","CNC(=O)OC1=CC=CC2=C1CCCC2",0.281553398058252
"384","Oxytetracycline hydrochloride","Cl.CN(C)[C@H]1[C@@H]2[C@@H](O)[C@H]3C(=C(O)[C@]2(O)C(=O)C(C(N)=O)=C1O)C(=O)C1=C(C=CC=C1O)[C@@]3(C)O",0.28125
"507","3-Methylbenzethonium chloride","[Cl-].CC1=CC(OCCOCC[N+](C)(C)CC2=CC=CC=C2)=CC=C1C(C)(C)CC(C)(C)C",0.280952380952381
"3941","Pyrazoxyfen","CC1=NN(C(=C1C(=O)C2=C(C=C(C=C2)Cl)Cl)OCC(=O)C3=CC=CC=C3)C",0.280898876404494
"455","Tetracycline hydrochloride","Cl.CN(C)[C@H]1[C@@H]2C[C@H]3C(=C(O)[C@]2(O)C(=O)C(C(N)=O)=C1O)C(=O)C1=C(C=CC=C1O)[C@@]3(C)O",0.27972027972028
"1378","Cyphenothrin","CC(C)=CC1C(C(=O)OC(C#N)C2=CC=CC(OC3=CC=CC=C3)=C2)C1(C)C",0.279279279279279
